five2,0
four1,0.56449
five3,0.69348
six1,0.90414
five5,0.9579
five4,1.0089
six5,1.0541
one1,1.2252
one2,1.2332
five1,1.3223
one3,1.3919
six3,1.4346
six2,1.4745
one5,1.5266
two2,1.5589
ten1,1.5654
ten4,1.5717
four5,1.5802
eight1,1.7133
three1,1.7163
six4,1.7292
nine4,1.7388
two1,1.7765
eight3,1.8209
two4,1.8437
ten3,1.8718
four2,1.892
ten2,1.9002
two3,11.496
one4,2.0574
eight4,2.1413
seven4,2.154
four3,2.1903
ten5,2.3263
nine5,2.3569
eight5,2.4013
nine3,2.4668
two5,2.4864
three2,3.3284
seven2,3.892
seven1,3.9533
nine2,4.2166
four4,4.2917
three5,4.3906
seven3,4.401
nine1,4.5394
eight2,4.7585
three3,5.0087
seven5,6.1106
three4,6.7876
