two2,0
eight1,0.7754
three1,1.0872
one3,1.4843
six1,1.5476
five2,1.5589
four1,1.5635
four2,1.6457
two5,1.6545
five4,1.7497
eight4,1.8273
six5,1.8301
nine4,1.8831
ten5,1.9353
one1,1.9774
three3,10.046
three5,10.893
seven5,16.471
three4,18.119
five1,2.0078
five5,2.0483
ten4,2.1559
one5,2.2373
ten3,2.2445
six3,2.5782
one4,2.6328
six4,2.9319
eight5,2.9992
two3,3.0049
ten1,3.0653
six2,3.099
five3,3.117
eight3,3.1531
two4,3.3521
one2,3.4886
ten2,4.0971
seven4,4.144
two1,4.7019
nine3,4.9607
nine5,5.0182
seven1,6.1394
four3,6.2311
three2,6.8065
nine1,7.1171
four5,7.2868
seven2,7.8271
eight2,8.3547
nine2,8.3703
seven3,8.6587
four4,9.0963
