one1,0
five4,0.43451
nine4,0.74199
one5,0.75554
two4,0.78185
three1,0.78374
ten1,0.80892
two5,0.84805
eight3,0.88647
one4,0.88921
one3,0.90258
ten4,0.9234
four2,0.93503
one2,0.98683
five5,1.0628
six5,1.0826
five3,1.0941
two1,1.1306
ten3,1.1433
five2,1.2252
six1,1.251
six3,1.272
eight5,1.2781
ten5,1.28
eight4,1.3664
eight1,1.4072
nine5,1.4148
five1,1.4681
six2,1.5254
six4,1.6344
four1,1.7985
two2,1.9774
two3,10.862
ten2,2.152
seven4,2.6486
nine3,2.8333
three2,3.025
four5,3.1796
four3,3.4794
nine1,3.7949
nine2,4.5148
seven2,4.6727
three3,4.7408
seven1,4.8104
four4,5.4512
eight2,5.5996
seven3,5.6135
three5,6.2321
three4,7.6293
seven5,9.7411
