ten5,0
ten3,0.62218
four2,0.79347
one3,0.8462
six2,0.87004
five5,0.88644
three1,0.8989
six4,0.90384
eight5,0.91492
ten1,0.9401
nine4,0.94117
nine5,0.9631
ten2,1.0123
ten4,1.0583
one5,1.0917
six5,1.0936
one4,1.1104
six3,1.136
two5,1.2393
eight3,1.2555
one1,1.28
two1,1.298
two4,1.3595
one2,1.5197
seven4,1.5913
five4,1.5984
four1,1.6772
eight4,1.6971
six1,1.7208
five3,1.7506
nine3,1.8101
two2,1.9353
three2,1.9675
two3,14.168
nine1,2.2265
nine2,2.318
five2,2.3263
five1,2.4309
eight2,2.4369
seven1,2.5112
seven2,2.6032
three3,2.7296
eight1,3.1877
four3,3.2145
seven3,3.4553
four5,3.6741
three5,3.7997
four4,4.0911
three4,6.1509
seven5,7.1203
