four1,0
four3,5807.7
four5,5870
four2,8862.5
four4,9240.8
five2,12589
five5,12876
one2,13415
five3,13880
one4,14032
two5,14157
one5,14377
two1,14440
seven5,14462
seven4,14652
five4,15185
seven2,15570
ten2,15967
one1,15976
five1,16455
two4,16520
nine5,16757
seven3,17088
two2,17440
seven1,17490
ten1,17512
one3,18052
ten3,18517
nine2,18661
nine3,18825
three5,19052
ten5,19156
six4,19306
nine4,19573
three3,20019
three2,20559
six5,21120
ten4,21238
six2,21430
two3,21905
three4,22294
nine1,22919
six3,23064
three1,23112
six1,23903
eight1,25734
eight2,25757
eight5,26030
eight4,26325
eight3,26326
