five2,0
five3,5551
five5,5929.8
five4,5977.5
five1,7312.3
one2,9828.5
ten5,9895.8
ten3,10040
four5,10093
one5,10352
four4,10530
one4,10632
nine5,10718
nine2,11107
four2,11112
nine4,11334
seven4,11390
nine3,11477
one3,11568
two5,11626
four3,11639
ten4,11709
ten2,11725
one1,11731
seven3,11754
seven2,11814
two1,12174
three5,12455
four1,12589
six5,12638
seven5,12782
two2,13056
ten1,13198
three2,13286
nine1,13339
two4,13544
three3,13714
six4,13812
six1,14414
three1,14417
three4,14909
six3,14926
six2,15050
eight4,15968
eight2,16385
seven1,16500
eight1,16575
eight3,16616
two3,16941
eight5,19455
