nine1,0
nine5,6019.5
nine3,6143.8
nine2,6275.2
one5,7717.3
nine4,8396.7
one2,8791.3
one4,9367
one1,10327
ten2,11741
five4,11778
three3,11839
five5,12101
one3,12712
three2,13011
ten5,13156
five1,13295
five2,13339
ten3,13922
seven5,13993
ten4,14031
ten1,14618
two1,14836
five3,15485
seven4,15490
three5,15790
three4,15837
eight2,16039
four3,16387
two4,17355
seven2,17382
two5,17516
eight4,18590
four5,18897
three1,18956
seven3,19123
two2,19858
four2,19902
four4,19913
eight3,20029
eight1,20248
eight5,21130
seven1,21136
four1,22919
six4,25471
two3,26647
six2,28054
six5,28360
six1,31070
six3,32015
