one1,0
ten1,10248
ten4,10248
nine1,10327
ten2,10924
ten5,11387
ten3,11585
five2,11731
five3,12221
five1,12301
four3,12876
four5,13307
three2,13436
two5,13896
four2,13974
two1,14094
three3,14245
seven4,14576
two2,15404
eight2,15483
two4,15563
seven5,15737
eight1,15837
eight4,15907
four1,15976
seven2,16467
four4,16613
three1,17005
eight3,17053
seven3,17768
two3,17946
three5,18110
three4,18513
eight5,18559
seven1,20303
six5,23993
six4,24362
six2,25387
six1,26025
six3,29057
one2,4714.9
one5,5559
one3,5757.4
one4,5764.6
nine5,8014.1
nine3,8522.8
five4,9279
nine4,9318.3
nine2,9735.4
five5,9963
