three3,0
two1,10037
two5,10723
ten2,10980
eight3,11132
eight4,11237
seven5,11293
one5,11799
nine1,11839
eight5,12283
one4,12327
five3,12347
five5,12441
five4,12521
one2,12522
ten5,12635
ten3,12649
seven4,12873
two2,13015
ten4,13198
ten1,13387
eight1,13450
seven3,13475
five2,13714
seven2,13881
five1,14079
one3,14221
one1,14245
four5,15311
seven1,15334
four2,15421
four4,15969
four3,16359
six5,17324
six4,18547
six2,18619
six1,19142
four1,20019
six3,20179
two3,20831
three2,4238.6
three5,5221.9
three4,6559.8
three1,7377.8
nine3,8657.8
nine2,8789.5
nine4,8980.6
nine5,9741
eight2,9836.1
two4,9855.2
