eight1,0
three1,10730
three2,12342
two4,12620
two1,13072
nine4,13318
three3,13450
two2,13686
ten2,14061
one2,14897
two5,15003
ten4,15049
ten1,15158
three5,15395
ten3,15821
one1,15837
nine3,15969
five4,16095
nine5,16416
five2,16575
three4,16627
one3,16674
nine2,16689
one4,16692
one5,17178
five3,17207
five5,17328
ten5,17402
seven5,17990
two3,18380
four2,18832
five1,19855
nine1,20248
four3,20534
six5,21636
four5,21671
six1,22133
seven4,22860
six2,22974
seven2,23064
seven3,23385
four4,23575
seven1,24624
six4,25264
six3,25519
four1,25734
eight4,5480.6
eight3,5522.1
eight5,8035.3
eight2,8719.2
