seven4,0
ten1,10662
five2,11390
ten3,11532
two5,11881
five1,11927
nine2,12021
five3,12122
five5,12311
four5,12694
ten4,12735
two1,12741
three3,12873
three2,12915
five4,12920
four3,13072
one2,13639
one5,14086
nine5,14185
four2,14247
three5,14331
nine3,14553
one1,14576
four1,14652
two4,14718
four4,14794
one4,14892
nine1,15490
nine4,15914
one3,16113
three4,16295
six4,16391
two2,16631
six3,17031
six2,17792
three1,18279
eight2,18598
six5,18798
six1,19299
two3,20750
eight5,21057
eight4,21456
eight3,21633
eight1,22860
seven2,5446.5
seven3,6220.1
seven5,7660.5
seven1,8307
ten2,9272
ten5,9844.9
