six3,0
five1,13405
five3,13564
seven2,13596
five2,14926
seven5,15172
seven3,15395
five5,16033
three5,16985
seven4,17031
two5,17761
seven1,18929
two1,19143
ten2,19369
five4,19742
two4,19751
ten5,19801
four5,20029
four2,20093
four4,20109
ten1,20127
three3,20179
three2,20227
four3,20485
three4,21368
ten3,21615
nine2,22138
four1,23064
ten4,23824
two2,24239
three1,24302
nine4,25334
eight1,25519
eight5,25629
nine5,26584
two3,26805
one4,27134
nine3,27431
one2,27507
one5,27742
eight2,28166
one1,29057
eight3,29982
one3,31254
eight4,31321
nine1,32015
six2,5032.3
six4,5451.4
six5,5975
six1,6105.9
