seven5,4716.5
seven4,5165.8
seven1,5358.9
seven2,5422.9
seven3,6405.7
ten2,8064
ten5,9195.6
ten1,9206.8
five2,10192
ten3,10205
nine2,10327
five1,10328
five3,10517
two1,10733
two5,10799
three2,10919
three3,10960
five5,11478
four5,11510
three5,11731
five4,11834
four3,11847
two4,12456
ten4,12472
nine3,12694
nine4,12915
four2,12963
nine5,12981
one2,13190
three4,13259
one4,13396
four4,13508
four1,13722
one5,13784
two2,14094
six2,14435
six4,14514
six3,14541
six5,14849
one1,14877
eight5,14942
eight2,15120
nine1,15308
three1,15324
one3,15764
six1,15891
eight3,16096
eight4,16585
two3,19141
eight1,19574
