one5,3129.3
one4,3208
one2,3539
one1,4540.6
one3,4786.5
nine5,5070.6
nine3,5560
nine2,6194
nine4,6418.2
five4,7041.7
five5,7575.3
nine1,7594.9
five2,8310.8
ten3,8529.2
ten4,8551.6
ten2,8655.4
ten5,8826.1
five1,9029.8
ten1,9264
three2,9342.2
five3,9460.2
four3,9712.6
four5,9934
four2,10315
three3,10378
two5,10722
seven5,11012
two1,11017
two2,11018
four4,11541
seven4,11634
three5,11679
four1,12558
two4,12593
eight4,12617
three4,12902
three1,13104
eight2,13126
seven2,13803
seven3,13913
eight3,14097
eight1,14601
seven1,15158
two3,15259
eight5,16316
six5,18230
six4,20060
six2,20073
six1,20595
six3,23415
