four5,4662.9
four3,5497.3
four2,5592.6
four4,5791.6
four1,6072.7
one2,8373.5
five2,8573.5
one4,8950.1
five4,8983
one5,9283.6
five5,9489.4
two2,9611.1
five3,9746.8
one1,9912.3
two5,10311
nine5,10501
one3,11049
two1,11116
five1,11121
seven4,11482
nine4,11575
seven5,11595
two4,11625
seven2,12008
ten5,12274
nine3,12438
ten2,12584
nine2,12739
ten3,12824
seven3,13160
three5,13429
ten1,13588
ten4,14292
three3,14442
three2,14626
seven1,15050
nine1,15304
three1,15832
two3,16385
six5,16555
six4,16800
three4,17121
eight1,17234
eight4,17249
eight3,17282
six2,18138
eight2,18471
six1,18502
eight5,18940
six3,19926
