eight2,4060.5
eight3,5271.1
eight5,5846
eight4,6096
three2,7652.7
eight1,7839.4
three3,8231.7
three4,9016.2
nine3,9559.4
three5,9595.3
nine2,9842.8
ten2,9859.3
nine5,10849
ten3,11048
nine4,11061
one4,11066
one5,11079
one2,11150
seven5,11651
two1,11709
five4,11878
nine1,11891
ten1,12118
one1,12218
three1,12375
one3,12380
ten5,12390
five3,12601
ten4,12666
five2,12690
five5,12702
two4,12935
two5,13663
two2,14510
five1,14709
seven4,15424
seven3,15999
four3,16300
seven2,16624
four4,16835
four5,17708
seven1,17859
four2,17880
six5,21427
two3,21625
six2,22606
four1,23106
six1,23478
six4,23809
six3,26838
