three2,4492.6
three5,4520.9
three4,5332.9
three3,5563
three1,8247.9
nine2,8603.4
five3,8614.1
seven5,8658.3
two4,8750.2
ten2,9080.7
five5,9147
five2,9210.8
ten3,9222.6
nine3,9368
seven3,9399.9
nine5,9403.1
two5,9471.5
seven4,9578.1
ten5,9699.4
two1,9972.9
eight2,10053
eight4,10092
five4,10094
seven2,10265
four5,10275
eight3,10287
nine4,10342
one5,10505
eight5,10547
ten1,10856
one4,10890
two2,10949
seven1,10964
five1,10984
one2,11121
ten4,11185
four4,11222
four2,11643
four3,12006
nine1,12082
one3,12429
six5,12461
one1,12515
eight1,12656
four1,13725
six1,14455
six4,14625
six3,15095
six2,15421
two3,16183
